timestamp,symbol,price
2026-01-18T20:14:08.686195,AAPL,144.04
2026-01-18T20:14:08.696711,AAPL,144.34
2026-01-18T20:14:08.707112,AAPL,138.16
2026-01-18T20:14:08.718028,AAPL,139.99
2026-01-18T20:14:08.728629,AAPL,136.19
2026-01-18T20:14:08.739235,AAPL,136.94
2026-01-18T20:14:08.749821,AAPL,134.32
2026-01-18T20:14:08.760362,AAPL,132.93
2026-01-18T20:14:08.770941,AAPL,134.13
2026-01-18T20:14:08.781439,AAPL,137.37
2026-01-18T20:14:08.791871,AAPL,135.46
2026-01-18T20:14:08.802392,AAPL,132.39
2026-01-18T20:14:08.813088,AAPL,131.58
2026-01-18T20:14:08.823672,AAPL,128.4
2026-01-18T20:14:08.834507,AAPL,126.25
2026-01-18T20:14:08.845105,AAPL,125.18
2026-01-18T20:14:08.855587,AAPL,129.02
2026-01-18T20:14:08.866285,AAPL,131.3
2026-01-18T20:14:08.876763,AAPL,128.07
2026-01-18T20:14:08.887313,AAPL,125.35
2026-01-18T20:14:08.898078,AAPL,129.98
2026-01-18T20:14:08.908267,AAPL,130.19
2026-01-18T20:14:08.918393,AAPL,128.65
2026-01-18T20:14:08.929317,AAPL,129.36
2026-01-18T20:14:08.939992,AAPL,130.46
2026-01-18T20:14:08.950306,AAPL,128.44
2026-01-18T20:14:08.960738,AAPL,131.44
2026-01-18T20:14:08.971479,AAPL,133.81
2026-01-18T20:14:08.981759,AAPL,132.49
2026-01-18T20:14:08.992410,AAPL,129.88
2026-01-18T20:14:09.003055,AAPL,131.06
2026-01-18T20:14:09.013495,AAPL,130.0
2026-01-18T20:14:09.024303,AAPL,129.68
2026-01-18T20:14:09.034567,AAPL,125.29
2026-01-18T20:14:09.045122,AAPL,127.77
2026-01-18T20:14:09.055764,AAPL,132.09
2026-01-18T20:14:09.066296,AAPL,128.09
2026-01-18T20:14:09.076673,AAPL,126.16
2026-01-18T20:14:09.087296,AAPL,126.31
2026-01-18T20:14:09.097933,AAPL,123.8
2026-01-18T20:14:09.108722,AAPL,124.76
2026-01-18T20:14:09.119094,AAPL,119.04
2026-01-18T20:14:09.129693,AAPL,117.73
2026-01-18T20:14:09.139968,AAPL,115.94
2026-01-18T20:14:09.150457,AAPL,116.9
2026-01-18T20:14:09.160894,AAPL,118.79
2026-01-18T20:14:09.171473,AAPL,114.44
2026-01-18T20:14:09.182046,AAPL,113.75
2026-01-18T20:14:09.192572,AAPL,110.56
2026-01-18T20:14:09.202900,AAPL,111.57
2026-01-18T20:14:09.213281,AAPL,111.58
2026-01-18T20:14:09.223696,AAPL,116.78
2026-01-18T20:14:09.234387,AAPL,117.34
2026-01-18T20:14:09.245094,AAPL,115.95
2026-01-18T20:14:09.255502,AAPL,119.65
2026-01-18T20:14:09.266173,AAPL,118.58
2026-01-18T20:14:09.276700,AAPL,115.3
2026-01-18T20:14:09.287260,AAPL,115.31
2026-01-18T20:14:09.297709,AAPL,118.43
2026-01-18T20:14:09.308047,AAPL,119.96
2026-01-18T20:14:09.318662,AAPL,118.27
2026-01-18T20:14:09.329075,AAPL,119.64
2026-01-18T20:14:09.339565,AAPL,120.0
2026-01-18T20:14:09.350191,AAPL,120.04
2026-01-18T20:14:09.360608,AAPL,118.17
2026-01-18T20:14:09.371281,AAPL,116.45
2026-01-18T20:14:09.381976,AAPL,114.1
2026-01-18T20:14:09.392656,AAPL,112.96
2026-01-18T20:14:09.403157,AAPL,116.63
2026-01-18T20:14:09.413640,AAPL,117.32
2026-01-18T20:14:09.424435,AAPL,121.54
2026-01-18T20:14:09.435241,AAPL,119.3
2026-01-18T20:14:09.445782,AAPL,118.77
2026-01-18T20:14:09.456505,AAPL,121.51
2026-01-18T20:14:09.467025,AAPL,120.97
2026-01-18T20:14:09.477620,AAPL,122.11
2026-01-18T20:14:09.487988,AAPL,121.02
2026-01-18T20:14:09.498340,AAPL,121.12
2026-01-18T20:14:09.508736,AAPL,121.03
2026-01-18T20:14:09.519194,AAPL,121.42
2026-01-18T20:14:09.529986,AAPL,121.21
2026-01-18T20:14:09.540372,AAPL,117.4
2026-01-18T20:14:09.550850,AAPL,118.46
2026-01-18T20:14:09.561412,AAPL,120.66
2026-01-18T20:14:09.571702,AAPL,121.74
2026-01-18T20:14:09.581989,AAPL,120.97
2026-01-18T20:14:09.592790,AAPL,118.76
2026-01-18T20:14:09.603185,AAPL,115.24
2026-01-18T20:14:09.613416,AAPL,115.3
2026-01-18T20:14:09.623718,AAPL,116.0
2026-01-18T20:14:09.634158,AAPL,115.81
2026-01-18T20:14:09.644575,AAPL,116.39
2026-01-18T20:14:09.654954,AAPL,115.16
2026-01-18T20:14:09.665454,AAPL,114.43
2026-01-18T20:14:09.675775,AAPL,114.59
2026-01-18T20:14:09.686005,AAPL,116.04
2026-01-18T20:14:09.696385,AAPL,111.57
2026-01-18T20:14:09.706979,AAPL,110.01
2026-01-18T20:14:09.717300,AAPL,110.86
2026-01-18T20:14:09.727712,AAPL,113.29
2026-01-18T20:14:09.738042,AAPL,110.01
2026-01-18T20:14:09.748502,AAPL,107.7
2026-01-18T20:14:09.758611,AAPL,108.82
2026-01-18T20:14:09.768709,AAPL,110.73
2026-01-18T20:14:09.779458,AAPL,110.92
2026-01-18T20:14:09.790063,AAPL,113.45
2026-01-18T20:14:09.800369,AAPL,109.96
2026-01-18T20:14:09.811212,AAPL,109.08
2026-01-18T20:14:09.821701,AAPL,108.34
2026-01-18T20:14:09.832390,AAPL,109.06
2026-01-18T20:14:09.843057,AAPL,108.86
2026-01-18T20:14:09.853631,AAPL,105.06
2026-01-18T20:14:09.863755,AAPL,107.17
2026-01-18T20:14:09.874181,AAPL,107.11
2026-01-18T20:14:09.884672,AAPL,109.46
2026-01-18T20:14:09.895027,AAPL,110.31
2026-01-18T20:14:09.905359,AAPL,110.0
2026-01-18T20:14:09.915951,AAPL,110.9
2026-01-18T20:14:09.926318,AAPL,111.71
2026-01-18T20:14:09.937186,AAPL,109.83
2026-01-18T20:14:09.947619,AAPL,109.61
2026-01-18T20:14:09.958009,AAPL,111.61
2026-01-18T20:14:09.968751,AAPL,112.12
2026-01-18T20:14:09.979347,AAPL,112.56
2026-01-18T20:14:09.990214,AAPL,110.56
2026-01-18T20:14:10.000508,AAPL,111.43
2026-01-18T20:14:10.011170,AAPL,108.15
2026-01-18T20:14:10.021772,AAPL,106.81
2026-01-18T20:14:10.031994,AAPL,106.62
2026-01-18T20:14:10.042266,AAPL,104.26
2026-01-18T20:14:10.052870,AAPL,105.63
2026-01-18T20:14:10.063426,AAPL,106.62
2026-01-18T20:14:10.073693,AAPL,103.82
2026-01-18T20:14:10.084225,AAPL,101.13
2026-01-18T20:14:10.094744,AAPL,103.55
2026-01-18T20:14:10.105494,AAPL,105.58
2026-01-18T20:14:10.116091,AAPL,102.66
2026-01-18T20:14:10.126388,AAPL,104.35
2026-01-18T20:14:10.137067,AAPL,109.02
2026-01-18T20:14:10.147834,AAPL,109.73
2026-01-18T20:14:10.158253,AAPL,111.7
2026-01-18T20:14:10.168909,AAPL,110.87
2026-01-18T20:14:10.179757,AAPL,109.05
2026-01-18T20:14:10.190445,AAPL,107.64
2026-01-18T20:14:10.201034,AAPL,109.68
2026-01-18T20:14:10.211847,AAPL,110.61
2026-01-18T20:14:10.222309,AAPL,107.69
2026-01-18T20:14:10.232678,AAPL,105.96
2026-01-18T20:14:10.243728,AAPL,108.49
2026-01-18T20:14:10.254366,AAPL,106.92
2026-01-18T20:14:10.264631,AAPL,107.83
2026-01-18T20:14:10.275338,AAPL,109.68
2026-01-18T20:14:10.285983,AAPL,106.07
2026-01-18T20:14:10.296542,AAPL,108.78
2026-01-18T20:14:10.307075,AAPL,109.89
2026-01-18T20:14:10.317649,AAPL,110.21
2026-01-18T20:14:10.328060,AAPL,111.02
2026-01-18T20:14:10.339011,AAPL,114.87
2026-01-18T20:14:10.349196,AAPL,114.51
2026-01-18T20:14:10.359571,AAPL,113.34
2026-01-18T20:14:10.370055,AAPL,115.08
2026-01-18T20:14:10.380479,AAPL,113.54
2026-01-18T20:14:10.391299,AAPL,115.57
2026-01-18T20:14:10.402079,AAPL,119.27
2026-01-18T20:14:10.412685,AAPL,114.49
2026-01-18T20:14:10.423277,AAPL,114.87
2026-01-18T20:14:10.433643,AAPL,117.22
2026-01-18T20:14:10.444641,AAPL,118.98
2026-01-18T20:14:10.454997,AAPL,122.22
2026-01-18T20:14:10.465635,AAPL,123.11
2026-01-18T20:14:10.476706,AAPL,122.34
2026-01-18T20:14:10.487234,AAPL,127.94
2026-01-18T20:14:10.497842,AAPL,125.91
2026-01-18T20:14:10.508528,AAPL,121.27
2026-01-18T20:14:10.519091,AAPL,121.92
2026-01-18T20:14:10.529450,AAPL,122.0
2026-01-18T20:14:10.540334,AAPL,126.94
2026-01-18T20:14:10.550734,AAPL,128.26
2026-01-18T20:14:10.561205,AAPL,126.8
2026-01-18T20:14:10.572306,AAPL,125.03
2026-01-18T20:14:10.582665,AAPL,121.56
2026-01-18T20:14:10.593379,AAPL,119.63
2026-01-18T20:14:10.603761,AAPL,121.87
2026-01-18T20:14:10.614195,AAPL,118.85
2026-01-18T20:14:10.624966,AAPL,122.38
2026-01-18T20:14:10.635638,AAPL,124.78
2026-01-18T20:14:10.656997,AAPL,126.26
2026-01-18T20:14:10.667579,AAPL,128.96
2026-01-18T20:14:10.678220,AAPL,129.57
2026-01-18T20:14:10.689234,AAPL,131.2
2026-01-18T20:14:10.699852,AAPL,130.66
2026-01-18T20:14:10.710396,AAPL,125.95
2026-01-18T20:14:10.721410,AAPL,123.59
2026-01-18T20:14:10.731904,AAPL,119.59
2026-01-18T20:14:10.742791,AAPL,123.06
2026-01-18T20:14:10.753516,AAPL,121.61
2026-01-18T20:14:10.764273,AAPL,121.56
2026-01-18T20:14:10.774712,AAPL,117.68
2026-01-18T20:14:10.785296,AAPL,118.57
2026-01-18T20:14:10.796135,AAPL,118.12
2026-01-18T20:14:10.806846,AAPL,118.8
2026-01-18T20:14:10.817606,AAPL,115.86
2026-01-18T20:14:10.828340,AAPL,112.03
2026-01-18T20:14:10.838988,AAPL,113.3
2026-01-18T20:14:10.849146,AAPL,113.89
2026-01-18T20:14:10.859747,AAPL,118.75
2026-01-18T20:14:10.870389,AAPL,118.59
2026-01-18T20:14:10.880645,AAPL,118.53
2026-01-18T20:14:10.891054,AAPL,117.14
2026-01-18T20:14:10.901876,AAPL,113.86
2026-01-18T20:14:10.912585,AAPL,113.05
2026-01-18T20:14:10.923351,AAPL,113.32
2026-01-18T20:14:10.933765,AAPL,115.53
2026-01-18T20:14:10.944523,AAPL,112.88
2026-01-18T20:14:10.955113,AAPL,113.43
2026-01-18T20:14:10.965859,AAPL,115.2
2026-01-18T20:14:10.976451,AAPL,115.04
2026-01-18T20:14:10.987142,AAPL,115.7
2026-01-18T20:14:10.997463,AAPL,112.75
2026-01-18T20:14:11.008370,AAPL,110.75
2026-01-18T20:14:11.018755,AAPL,111.94
2026-01-18T20:14:11.029155,AAPL,109.8
2026-01-18T20:14:11.039986,AAPL,108.95
2026-01-18T20:14:11.050136,AAPL,109.37
2026-01-18T20:14:11.060608,AAPL,106.41
2026-01-18T20:14:11.071102,AAPL,107.65
2026-01-18T20:14:11.081877,AAPL,105.62
2026-01-18T20:14:11.092335,AAPL,106.54
2026-01-18T20:14:11.102940,AAPL,106.41
2026-01-18T20:14:11.113202,AAPL,106.66
2026-01-18T20:14:11.124163,AAPL,106.96
2026-01-18T20:14:11.134464,AAPL,107.78
2026-01-18T20:14:11.144840,AAPL,104.66
2026-01-18T20:14:11.155611,AAPL,105.04
2026-01-18T20:14:11.166227,AAPL,105.76
2026-01-18T20:14:11.176589,AAPL,101.58
2026-01-18T20:14:11.187272,AAPL,102.37
2026-01-18T20:14:11.197622,AAPL,106.59
2026-01-18T20:14:11.208001,AAPL,108.64
2026-01-18T20:14:11.218350,AAPL,110.36
2026-01-18T20:14:11.229297,AAPL,114.36
2026-01-18T20:14:11.239913,AAPL,114.75
2026-01-18T20:14:11.250473,AAPL,117.61
2026-01-18T20:14:11.260975,AAPL,117.5
2026-01-18T20:14:11.271421,AAPL,114.77
2026-01-18T20:14:11.281947,AAPL,115.96
2026-01-18T20:14:11.292236,AAPL,116.72
2026-01-18T20:14:11.302652,AAPL,115.99
2026-01-18T20:14:11.313099,AAPL,114.08
2026-01-18T20:14:11.323341,AAPL,116.44
2026-01-18T20:14:11.333645,AAPL,120.15
2026-01-18T20:14:11.344612,AAPL,122.72
2026-01-18T20:14:11.355294,AAPL,123.29
2026-01-18T20:14:11.365992,AAPL,123.26
2026-01-18T20:14:11.376434,AAPL,121.37
2026-01-18T20:14:11.386735,AAPL,122.13
2026-01-18T20:14:11.396836,AAPL,125.13
2026-01-18T20:14:11.407322,AAPL,128.67
2026-01-18T20:14:11.417633,AAPL,129.76
2026-01-18T20:14:11.428103,AAPL,129.36
2026-01-18T20:14:11.438478,AAPL,134.45
2026-01-18T20:14:11.449595,AAPL,141.38
2026-01-18T20:14:11.460473,AAPL,142.07
2026-01-18T20:14:11.471160,AAPL,141.78
2026-01-18T20:14:11.481532,AAPL,137.9
2026-01-18T20:14:11.492091,AAPL,132.08
2026-01-18T20:14:11.502848,AAPL,129.6
2026-01-18T20:14:11.513179,AAPL,130.14
2026-01-18T20:14:11.523889,AAPL,129.2
2026-01-18T20:14:11.534438,AAPL,131.19
2026-01-18T20:14:11.544990,AAPL,131.46
2026-01-18T20:14:11.555798,AAPL,131.82
2026-01-18T20:14:11.566165,AAPL,130.21
2026-01-18T20:14:11.576656,AAPL,134.07
2026-01-18T20:14:11.587142,AAPL,136.7
2026-01-18T20:14:11.597458,AAPL,136.83
2026-01-18T20:14:11.608267,AAPL,132.71
2026-01-18T20:14:11.618895,AAPL,132.43
2026-01-18T20:14:11.629417,AAPL,136.91
2026-01-18T20:14:11.640353,AAPL,133.26
2026-01-18T20:14:11.650689,AAPL,134.78
2026-01-18T20:14:11.661103,AAPL,137.84
2026-01-18T20:14:11.672053,AAPL,140.12
2026-01-18T20:14:11.682790,AAPL,136.99
2026-01-18T20:14:11.693196,AAPL,132.66
2026-01-18T20:14:11.703661,AAPL,129.65
2026-01-18T20:14:11.714078,AAPL,130.96
2026-01-18T20:14:11.724494,AAPL,131.7
2026-01-18T20:14:11.735396,AAPL,130.65
2026-01-18T20:14:11.746005,AAPL,133.72
2026-01-18T20:14:11.756517,AAPL,131.17
2026-01-18T20:14:11.766880,AAPL,129.15
2026-01-18T20:14:11.777687,AAPL,128.6
2026-01-18T20:14:11.788332,AAPL,130.64
2026-01-18T20:14:11.798809,AAPL,127.71
2026-01-18T20:14:11.809366,AAPL,122.08
2026-01-18T20:14:11.820545,AAPL,118.55
2026-01-18T20:14:11.830939,AAPL,119.39
2026-01-18T20:14:11.841614,AAPL,121.14
2026-01-18T20:14:11.852300,AAPL,118.65
2026-01-18T20:14:11.862727,AAPL,115.56
2026-01-18T20:14:11.873051,AAPL,116.22
2026-01-18T20:14:11.884166,AAPL,112.53
2026-01-18T20:14:11.894486,AAPL,111.18
2026-01-18T20:14:11.905027,AAPL,108.66
2026-01-18T20:14:11.915323,AAPL,110.17
2026-01-18T20:14:11.925974,AAPL,108.29
2026-01-18T20:14:11.936786,AAPL,110.25
2026-01-18T20:14:11.947414,AAPL,112.57
2026-01-18T20:14:11.957897,AAPL,114.54
2026-01-18T20:14:11.968750,AAPL,120.17
2026-01-18T20:14:11.979331,AAPL,120.15
2026-01-18T20:14:11.989771,AAPL,119.02
2026-01-18T20:14:12.000160,AAPL,119.64
2026-01-18T20:14:12.010970,AAPL,115.78
2026-01-18T20:14:12.021367,AAPL,114.45
2026-01-18T20:14:12.031620,AAPL,116.42
2026-01-18T20:14:12.042213,AAPL,114.9
2026-01-18T20:14:12.052418,AAPL,115.63
2026-01-18T20:14:12.063120,AAPL,118.21
2026-01-18T20:14:12.073348,AAPL,118.36
2026-01-18T20:14:12.083538,AAPL,118.36
2026-01-18T20:14:12.093800,AAPL,118.49
2026-01-18T20:14:12.104597,AAPL,115.66
2026-01-18T20:14:12.115202,AAPL,113.78
2026-01-18T20:14:12.125369,AAPL,116.22
2026-01-18T20:14:12.136125,AAPL,115.4
2026-01-18T20:14:12.146657,AAPL,114.33
2026-01-18T20:14:12.157522,AAPL,117.4
2026-01-18T20:14:12.167906,AAPL,116.19
2026-01-18T20:14:12.178447,AAPL,119.02
2026-01-18T20:14:12.188925,AAPL,119.36
2026-01-18T20:14:12.199089,AAPL,119.76
2026-01-18T20:14:12.209267,AAPL,119.24
2026-01-18T20:14:12.219659,AAPL,117.41
2026-01-18T20:14:12.230407,AAPL,114.03
2026-01-18T20:14:12.240914,AAPL,113.77
2026-01-18T20:14:12.251307,AAPL,112.63
2026-01-18T20:14:12.261829,AAPL,113.87
2026-01-18T20:14:12.272348,AAPL,113.02
2026-01-18T20:14:12.282924,AAPL,114.03
2026-01-18T20:14:12.293384,AAPL,114.05
2026-01-18T20:14:12.304396,AAPL,112.62
2026-01-18T20:14:12.315060,AAPL,112.46
2026-01-18T20:14:12.326073,AAPL,112.56
2026-01-18T20:14:12.337109,AAPL,111.5
2026-01-18T20:14:12.347472,AAPL,111.03
2026-01-18T20:14:12.358124,AAPL,110.29
2026-01-18T20:14:12.368963,AAPL,108.63
2026-01-18T20:14:12.379413,AAPL,105.67
2026-01-18T20:14:12.390371,AAPL,106.53
2026-01-18T20:14:12.401013,AAPL,107.1
2026-01-18T20:14:12.411573,AAPL,107.93
2026-01-18T20:14:12.421948,AAPL,105.85
2026-01-18T20:14:12.433066,AAPL,105.13
2026-01-18T20:14:12.443460,AAPL,107.67
2026-01-18T20:14:12.454145,AAPL,108.82
2026-01-18T20:14:12.464636,AAPL,110.93
2026-01-18T20:14:12.475507,AAPL,110.92
2026-01-18T20:14:12.486200,AAPL,111.7
2026-01-18T20:14:12.496945,AAPL,113.96
2026-01-18T20:14:12.507333,AAPL,114.82
2026-01-18T20:14:12.518114,AAPL,110.68
2026-01-18T20:14:12.528673,AAPL,110.18
2026-01-18T20:14:12.539173,AAPL,112.87
2026-01-18T20:14:12.549539,AAPL,112.06
2026-01-18T20:14:12.560362,AAPL,109.93
2026-01-18T20:14:12.570772,AAPL,107.61
2026-01-18T20:14:12.581128,AAPL,108.16
2026-01-18T20:14:12.591556,AAPL,105.62
2026-01-18T20:14:12.602179,AAPL,104.57
2026-01-18T20:14:12.612865,AAPL,105.15
2026-01-18T20:14:12.623784,AAPL,106.06
2026-01-18T20:14:12.634208,AAPL,103.33
2026-01-18T20:14:12.644612,AAPL,104.99
2026-01-18T20:14:12.655673,AAPL,103.41
2026-01-18T20:14:12.666450,AAPL,104.0
2026-01-18T20:14:12.676863,AAPL,106.17
2026-01-18T20:14:12.687742,AAPL,107.48
2026-01-18T20:14:12.698142,AAPL,107.09
2026-01-18T20:14:12.708567,AAPL,105.11
2026-01-18T20:14:12.719288,AAPL,104.54
2026-01-18T20:14:12.729621,AAPL,105.59
2026-01-18T20:14:12.740049,AAPL,104.83
2026-01-18T20:14:12.750477,AAPL,106.77
2026-01-18T20:14:12.761307,AAPL,106.1
2026-01-18T20:14:12.771861,AAPL,105.92
2026-01-18T20:14:12.782372,AAPL,110.6
2026-01-18T20:14:12.792868,AAPL,109.02
2026-01-18T20:14:12.803728,AAPL,108.05
2026-01-18T20:14:12.814475,AAPL,108.63
2026-01-18T20:14:12.825034,AAPL,108.23
2026-01-18T20:14:12.835920,AAPL,105.93
2026-01-18T20:14:12.846420,AAPL,105.17
2026-01-18T20:14:12.856778,AAPL,106.01
2026-01-18T20:14:12.867696,AAPL,106.39
2026-01-18T20:14:12.878294,AAPL,105.79
2026-01-18T20:14:12.889028,AAPL,103.83
2026-01-18T20:14:12.899799,AAPL,103.85
2026-01-18T20:14:12.910306,AAPL,104.39
2026-01-18T20:14:12.920919,AAPL,110.06
2026-01-18T20:14:12.931201,AAPL,110.64
2026-01-18T20:14:12.941545,AAPL,111.87
2026-01-18T20:14:12.951941,AAPL,116.58
2026-01-18T20:14:12.962912,AAPL,111.97
2026-01-18T20:14:12.973261,AAPL,111.45
2026-01-18T20:14:12.984370,AAPL,111.97
2026-01-18T20:14:12.994839,AAPL,114.54
2026-01-18T20:14:13.005429,AAPL,114.72
2026-01-18T20:14:13.015833,AAPL,115.74
2026-01-18T20:14:13.026219,AAPL,119.15
2026-01-18T20:14:13.036930,AAPL,118.83
2026-01-18T20:14:13.047224,AAPL,119.32
2026-01-18T20:14:13.057669,AAPL,122.1
2026-01-18T20:14:13.067988,AAPL,120.78
2026-01-18T20:14:13.078345,AAPL,123.31
2026-01-18T20:14:13.089467,AAPL,121.64
2026-01-18T20:14:13.100138,AAPL,121.1
2026-01-18T20:14:13.110951,AAPL,116.98
2026-01-18T20:14:13.121417,AAPL,119.15
2026-01-18T20:14:13.132194,AAPL,116.59
2026-01-18T20:14:13.142721,AAPL,120.57
2026-01-18T20:14:13.153274,AAPL,121.35
2026-01-18T20:14:13.163695,AAPL,124.32
2026-01-18T20:14:13.174197,AAPL,125.56
2026-01-18T20:14:13.184637,AAPL,124.85
2026-01-18T20:14:13.195771,AAPL,121.8
2026-01-18T20:14:13.206874,AAPL,121.86
2026-01-18T20:14:13.217702,AAPL,118.31
2026-01-18T20:14:13.228059,AAPL,119.56
2026-01-18T20:14:13.238660,AAPL,119.65
2026-01-18T20:14:13.249181,AAPL,119.69
2026-01-18T20:14:13.259846,AAPL,117.69
2026-01-18T20:14:13.270246,AAPL,120.36
2026-01-18T20:14:13.280773,AAPL,123.66
2026-01-18T20:14:13.291419,AAPL,118.9
2026-01-18T20:14:13.301791,AAPL,116.51
2026-01-18T20:14:13.312641,AAPL,112.32
2026-01-18T20:14:13.323080,AAPL,109.57
2026-01-18T20:14:13.333792,AAPL,109.54
